4;-0.0;-0.0;0.0;-0.0;-0.0;-0.0;
4;-0.0001;-0.0;-0.0002;-0.0021;0.0013;0.005;
4;-0.0001;0.0005;-0.0001;-0.0017;0.0001;0.007;
4;0.0;0.0011;-0.0002;0.0002;-0.006;0.0005;
4;-0.0001;0.0005;-0.0;-0.0019;-0.0011;0.002;
4;-0.0003;0.001;0.0;-0.0037;-0.0015;0.0039;
4;-0.0001;0.0005;-0.0;-0.0019;-0.0011;0.002;
4;-0.0;-0.0;0.0;-0.0;-0.0;-0.0;
4;0.0;-0.0;-0.0;0.0002;0.0012;0.005;
4;-0.0003;0.001;0.0;-0.0037;-0.0015;0.0039;
4;-0.0001;0.0005;-0.0;-0.0019;-0.0011;0.002;
4;-0.0001;0.0005;-0.0;-0.0019;-0.0011;0.002;
4;-0.0003;0.001;0.0;-0.0037;-0.0015;0.0039;
4;-0.0002;0.0019;0.0001;-0.0026;-0.0016;0.0006;
4;-0.0001;0.0014;0.0;-0.0006;-0.0001;0.0037;
4;-0.0001;0.0005;-0.0;-0.0019;-0.0011;0.002;
4;-0.0001;0.0005;-0.0;-0.0019;-0.0011;0.002;
4;-0.0001;0.0005;-0.0;-0.0019;-0.0011;0.002;
4;-0.0;0.0012;-0.0004;-0.0003;-0.0062;0.0017;
4;-0.0;0.0006;-0.0006;-0.0005;-0.0022;0.0081;
4;-0.0;0.0004;-0.0006;-0.0009;-0.0057;0.0076;
4;-0.0002;0.0002;-0.0005;-0.0014;-0.005;0.0078;
4;-0.0;0.0009;-0.0005;-0.0005;-0.0088;0.005;
4;-0.0002;0.0002;-0.0005;-0.0014;-0.005;0.0078;
4;-0.0002;-0.0006;-0.0005;-0.0026;-0.0043;0.0123;
4;-0.0001;0.0002;-0.0005;-0.0017;-0.0081;0.0094;
4;-0.0002;0.0002;-0.0005;-0.0014;-0.005;0.0078;
4;-0.0;0.0004;-0.0006;-0.0009;-0.0057;0.0076;
4;-0.0;0.0009;-0.0005;-0.0005;-0.0088;0.005;
4;-0.0001;0.0002;-0.0005;-0.0017;-0.0081;0.0094;
4;-0.0;0.0009;-0.0005;-0.0005;-0.0088;0.005;
4;-0.0;0.0009;-0.0005;-0.0005;-0.0088;0.005;
4;-0.0;0.0004;-0.0006;-0.0011;-0.0069;0.0029;
4;-0.0001;0.0004;-0.0003;-0.0028;-0.005;0.0026;
4;-0.0;-0.0001;-0.0001;-0.0027;-0.0028;-0.0005;
4;-0.0002;0.0011;0.0001;-0.0058;-0.0003;0.0036;
4;-0.0002;0.0009;0.0003;-0.0039;-0.0021;0.0091;
4;-0.0003;0.0003;0.0005;-0.0064;0.0012;0.0132;
4;0.0001;-0.0001;0.0005;-0.0012;-0.0082;0.0082;
4;-0.0002;0.0;0.0004;-0.0028;-0.0049;0.0134;
4;-0.0003;-0.0004;0.0006;-0.0043;0.0033;0.0171;
4;-0.0001;0.001;0.0004;-0.0012;-0.002;0.0095;
4;-0.0;0.0003;0.0007;0.0024;0.0017;0.0023;
4;-0.0002;0.0004;0.0009;-0.0031;0.0013;0.0065;
4;-0.0001;0.0009;0.0011;0.0007;-0.0068;0.0085;
4;-0.0001;0.0021;0.0012;0.0026;-0.0035;0.0065;
4;0.0003;0.0006;0.0012;0.0034;-0.0046;0.0041;
4;0.0002;0.0011;0.0014;0.0016;-0.0063;0.0019;
4;0.0002;0.0004;0.0014;-0.0009;-0.0017;0.005;
4;0.0001;0.0004;0.0014;-0.0012;-0.0028;0.0082;
4;-0.0;0.0008;0.0015;-0.0036;-0.0056;0.0078;
4;0.0003;0.0001;0.0017;-0.0023;-0.0052;0.0043;
4;0.0;0.0006;0.002;-0.0031;0.0017;0.0126;
4;0.0003;0.0004;0.0037;-0.0051;-0.0023;0.0122;
4;0.0009;0.0006;0.0053;0.0012;0.0079;0.0102;
4;0.0009;-0.0014;0.006;-0.0018;0.0135;0.0186;
4;0.001;-0.0018;0.0056;-0.0017;0.0091;0.0126;
4;0.001;-0.0002;0.0053;-0.0001;0.0071;0.0136;
4;0.001;-0.0016;0.0049;0.0014;0.0107;0.0111;
4;0.0011;0.0005;0.0054;0.0008;0.0083;0.0116;
4;0.0012;0.0001;0.0058;-0.0018;0.0089;0.0079;
4;0.0011;-0.0006;0.0065;-0.0003;0.0128;0.0165;
4;0.0014;-0.0021;0.0069;-0.0023;0.0184;0.0215;
4;0.0012;-0.0011;0.0066;0.0025;0.0175;0.0159;
4;0.0012;-0.001;0.006;0.0009;0.015;0.0127;
4;0.0016;-0.0009;0.0061;-0.001;0.0061;0.0124;
4;0.0015;0.0003;0.006;0.0005;0.0114;0.0043;
4;0.0014;-0.0001;0.0061;-0.0022;0.012;0.0126;
4;0.0013;-0.0001;0.0064;-0.0028;0.0156;0.0132;
4;0.0018;-0.0006;0.0066;0.0023;0.0151;0.0116;
4;0.002;-0.0001;0.0072;0.0008;0.0133;0.0122;
4;0.0022;0.0001;0.0072;0.0014;0.0195;0.0059;
